Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDH46,1570.71349738,OUT018
FDS25,1685.80333001,OUT035
FDH04,2696.39617501,OUT027
FDX52,3052.56008119,OUT046
NCD42,662.505834432,OUT017
FDW47,1999.27119589,OUT017
FDL25,2809.75855739,OUT027
NCJ06,271.187586162,OUT010
FDY09,2856.68658711,OUT013
FDS40,662.505834432,OUT046
FDH41,3683.24143562,OUT017
FDG38,1444.66875521,OUT035
FDU03,4860.10969249,OUT027
FDV20,2008.01358553,OUT046
DRB13,3052.56008119,OUT045
NCQ30,1991.05342778,OUT013
NCH06,3898.04038416,OUT013
FDU50,1855.77009783,OUT018
NCO42,366.639313986,OUT019
FDW09,1419.09767626,OUT018
FDH04,1489.51531686,OUT013
FDC21,1593.63115409,OUT045
FDL21,668.906653759,OUT049
FDM46,225.318226277,OUT010
FDT22,129.9632957,OUT019
FDB28,3062.55423688,OUT035
FDI12,1519.92297061,OUT018
FDA28,2008.01358553,OUT045
FDF59,2008.01358553,OUT013
FDM45,2960.62152296,OUT027
FDQ56,1422.25216768,OUT017
FDR46,2494.92727313,OUT049
FDT01,3693.25643252,OUT013
FDD16,1427.53333911,OUT027
NCU30,379.937306557,OUT010
FDM40,359.133366286,OUT010
FDI56,1519.45634019,OUT035
NCS30,2008.01358553,OUT013
FDU08,1534.68300074,OUT017
FDX51,5753.03250652,OUT027
FDA43,3052.56008119,OUT045
FDX59,129.568768788,OUT010
FDC37,1584.21219819,OUT018
FDP58,3710.33176,OUT013
NCY42,2030.114711,OUT035
FDF21,3049.64637667,OUT018
FDU10,965.295245234,OUT027
DRL47,2002.50192574,OUT018
FDA58,3648.62252353,OUT018
FDJ22,3052.56008119,OUT049
FDK50,2549.68242817,OUT046
FDO38,1330.76724475,OUT035
DRF60,3923.13702766,OUT035
NCZ42,574.715503337,OUT019
FDD35,1972.7890398,OUT049
FDL25,1519.45634019,OUT045
FDJ16,917.274613892,OUT013
DRK59,3872.95543352,OUT049
FDI50,3810.78990922,OUT046
NCB19,1462.36656672,OUT045
DRI37,990.320210019,OUT035
FDA14,4071.21490444,OUT027
FDC08,3598.15253683,OUT018
FDS45,1579.86629121,OUT046
FDI21,1102.14867892,OUT049
DRJ47,2856.68658711,OUT035
DRE37,5207.5826339,OUT027
FDT55,2538.57191544,OUT018
NCG42,2974.56012237,OUT027
FDA31,2852.83548484,OUT049
NCW42,3737.70286911,OUT046
FDF50,3052.56008119,OUT017
FDK56,3052.56008119,OUT049
FDX10,662.176133072,OUT035
NCK07,4221.03741843,OUT027
FDZ49,3734.01016447,OUT017
FDR33,1595.99889973,OUT013
FDO44,1685.80333001,OUT018
FDA20,3052.56008119,OUT046
NCL30,2008.01358553,OUT045
FDI05,148.622540154,OUT019
FDQ12,3583.59796271,OUT018
FDH47,1527.16192082,OUT017
FDH34,3049.64637667,OUT018
FDF29,2008.01358553,OUT046
FDG40,662.505834432,OUT018
NCE18,4033.60698357,OUT017
FDP21,494.572337898,OUT010
FDY50,1480.57513078,OUT013
FDB36,2008.01358553,OUT049
NCZ29,2008.01358553,OUT049
FDU20,1972.7890398,OUT018
FDO56,1947.35474514,OUT013
FDW31,3052.56008119,OUT049
DRH59,1140.08176495,OUT013
NCB30,3052.56008119,OUT017
FDK43,2970.52478064,OUT027
FDW43,3816.93089961,OUT045
NCL19,2027.44645363,OUT017
FDJ27,1558.6323658,OUT046
FDC45,2782.41041864,OUT046
FDY40,779.608540857,OUT035
NCM41,1515.95753023,OUT035
NCK18,381.211503452,OUT019
FDP37,2008.01358553,OUT049
FDA27,5836.7523256,OUT027
NCX30,3926.49679482,OUT035
FDR09,4028.73102766,OUT017
FDG08,4432.04925057,OUT027
NCU30,2565.59170232,OUT013
FDB16,1469.07663813,OUT017
FDM16,1116.67700881,OUT017
FDC48,1405.50640475,OUT013
NCF18,3052.56008119,OUT046
FDU46,1511.63282632,OUT018
FDH41,3471.19133672,OUT018
NCN42,366.428551339,OUT010
FDU49,1472.51259412,OUT046
FDB20,2020.84244374,OUT027
FDG50,218.542700622,OUT019
FDW20,1999.27119589,OUT045
NCO55,1595.99889973,OUT049
FDX48,2509.64609702,OUT046
FDU48,2008.01358553,OUT046
FDR48,367.13840323,OUT019
FDK27,1999.27119589,OUT013
FDT35,2597.70123704,OUT013
FDN12,1615.61864219,OUT049
NCE31,129.568768788,OUT019
FDL21,671.063772542,OUT017
FDV56,1591.27057092,OUT017
FDR16,3700.07737066,OUT017
NCP41,1595.99889973,OUT049
FDJ27,1570.71349738,OUT013
FDA07,1999.27119589,OUT017
FDK55,1486.56167921,OUT049
FDM33,3734.05298871,OUT049
FDY46,3052.56008119,OUT046
FDD36,1947.35474514,OUT046
FDB12,2867.05942279,OUT027
FDF28,279.6907335,OUT019
NCE07,302.586377008,OUT019
FDW50,4228.07926274,OUT027
NCW18,3900.68669926,OUT017
NCJ17,204.117496383,OUT019
DRZ24,273.198858749,OUT010
FDS07,1941.05460484,OUT035
NCW05,248.06873767,OUT010
FDZ22,1484.24151883,OUT018
FDK02,1952.18827436,OUT046
FDZ45,5757.56890985,OUT027
FDL25,1495.69651964,OUT046
FDS08,2855.40748246,OUT045
NCZ42,5836.7523256,OUT027
FDX57,1529.83011457,OUT035
FDF21,3052.56008119,OUT046
FDJ56,1538.66613442,OUT018
FDX10,662.176133072,OUT013
DRG48,2493.64816848,OUT035
DRN37,2679.92631008,OUT046
NCY41,662.505834432,OUT018
FDN28,1579.86629121,OUT045
FDE34,3007.90008629,OUT045
FDR10,2562.01689814,OUT045
FDC32,1519.45634019,OUT017
DRG13,2566.87080698,OUT046
FDP59,1579.86629121,OUT049
NCT53,381.565270097,OUT010
FDL57,5835.22405874,OUT027
FDN32,462.62338181,OUT010
FDK09,3567.92628281,OUT018
FDA52,430.303160739,OUT010
FDC57,3052.56008119,OUT049
FDI09,3913.49057746,OUT035
NCB07,3052.56008119,OUT046
FDP26,1579.86629121,OUT035
FDP40,2918.05078555,OUT027
FDL15,2497.09827428,OUT013
FDV07,1709.09619545,OUT046
FDS03,1082.40170272,OUT017
FDE50,3052.56008119,OUT049
FDQ15,1332.51991564,OUT017
FDQ33,366.078153004,OUT010
FDT22,917.274613892,OUT013
DRO35,1947.35474514,OUT035
FDJ41,4043.69012304,OUT049
FDQ27,1579.86629121,OUT035
FDC26,1804.11610126,OUT017
NCF43,3047.70607491,OUT027
NCR50,2507.23568961,OUT035
FDE39,1988.33723646,OUT018
FDN49,968.995927723,OUT027
DRG11,1591.27057092,OUT035
NCA18,1947.35474514,OUT049
FDM36,2851.30423675,OUT018
FDW32,1457.27645639,OUT017
NCQ18,236.620545749,OUT010
FDX14,1708.65029879,OUT027
FDD46,2495.81916963,OUT017
FDI34,574.904495218,OUT019
NCJ17,1447.5208346,OUT035
FDB52,4039.52021082,OUT035
FDV55,2451.134075,OUT018
FDC57,3052.56008119,OUT046
FDB29,1941.05460484,OUT046
NCO43,1558.6323658,OUT035
FDG44,876.961871469,OUT045
FDJ34,2008.01358553,OUT045
FDH40,1431.19660597,OUT049
NCD07,2918.05078555,OUT027
FDB41,748.186466712,OUT017
FDH47,1535.36741496,OUT018
DRK37,3052.56008119,OUT035
FDM25,427.69082421,OUT019
NCX06,3052.56008119,OUT045
NCS05,2008.01358553,OUT017
FDS39,2030.114711,OUT045
FDC47,5835.22405874,OUT027
FDG20,2888.9413353,OUT013
DRL23,1588.83804222,OUT017
FDY33,2546.07484745,OUT013
NCH18,3905.88799358,OUT045
FDX47,2508.36699236,OUT035
NCB06,2546.07484745,OUT045
FDP36,751.276874541,OUT049
FDW44,2850.0251321,OUT018
NCU41,3049.64637667,OUT018
NCS17,1527.16192082,OUT046
FDD46,2508.36699236,OUT035
FDE45,2888.9413353,OUT017
FDI09,3911.61048306,OUT017
NCJ54,574.23065379,OUT010
NCA29,2850.0251321,OUT018
NCN41,2960.62152296,OUT027
FDY34,2565.59170232,OUT035
NCG55,1941.05460484,OUT035
DRM49,689.126680417,OUT046
NCB42,1941.05460484,OUT049
FDE58,1947.35474514,OUT045
DRJ25,763.292865539,OUT013
FDS47,204.882748852,OUT010
FDY21,3062.55423688,OUT049
NCI54,1709.09619545,OUT013
FDO24,2542.67516114,OUT017
FDY43,2752.06949654,OUT035
FDF35,1591.27057092,OUT018
NCP29,132.318561035,OUT019
FDN28,2867.05942279,OUT027
FDJ50,815.542894902,OUT018
FDQ14,4078.89852739,OUT027
FDC37,1593.63115409,OUT035
FDN08,1972.7890398,OUT046
FDD04,2030.114711,OUT035
FDW34,3695.48006436,OUT018
FDP04,1078.26265713,OUT017
NCG07,3052.56008119,OUT017
NCN14,3049.64637667,OUT018
FDJ16,914.917403863,OUT045
NCM42,1595.99889973,OUT045
NCF19,751.276874541,OUT046
FDY21,3049.64637667,OUT018
FDY19,1941.05460484,OUT035
FDV09,2494.92727313,OUT045
FDA28,2008.01358553,OUT013
FDC38,2008.01358553,OUT018
FDL28,3839.39090413,OUT045
NCH43,3691.67070817,OUT049
NCN53,662.505834432,OUT045
NCW05,1595.99889973,OUT017
NCO30,3049.64637667,OUT018
FDT04,129.568768788,OUT019
FDB27,3049.64637667,OUT018
NCK07,2614.80797304,OUT013
NCA53,748.98492938,OUT013
FDB33,2545.57918247,OUT018
FDU37,1331.49775099,OUT017
FDR13,1941.05460484,OUT035
FDE45,2888.9413353,OUT049
FDV37,3052.56008119,OUT017
FDX44,229.229642801,OUT019
NCL06,4061.34580689,OUT017
FDJ28,3052.56008119,OUT045
FDX55,3709.28454412,OUT049
NCK17,668.906653759,OUT018
FDH52,1032.72499394,OUT035
FDN13,2867.05942279,OUT027
FDK44,2851.30423675,OUT018
FDU16,1422.98267392,OUT046
FDZ07,991.050716262,OUT017
NCN06,4228.07926274,OUT027
FDH02,224.778230584,OUT010
NCW18,3866.31497377,OUT045
FDH57,2008.01358553,OUT013
FDV35,2509.64609702,OUT045
NCU29,2491.1847137,OUT013
NCP02,918.199779245,OUT046
FDN44,2550.96153283,OUT013
FDX03,687.449628243,OUT018
FDR11,385.272684238,OUT010
FDA36,3052.56008119,OUT046
FDP58,5836.7523256,OUT027
FDH31,1529.83011457,OUT045
FDH34,3052.56008119,OUT035
FDS13,4047.29335482,OUT035
FDT01,3469.24415406,OUT018
FDY09,2856.68658711,OUT049
FDV33,5836.7523256,OUT027
NCW29,274.229986282,OUT010
NCN17,1563.30738297,OUT045
FDX01,1947.35474514,OUT046
FDL03,3052.56008119,OUT049
DRL59,924.987577435,OUT049
DRM11,5836.7523256,OUT027
FDA43,3052.56008119,OUT049
FDZ56,388.32672669,OUT010
FDI44,1413.9433695,OUT018
FDB50,1340.35232708,OUT013
FDU15,129.568768788,OUT019
NCJ19,129.568768788,OUT019
FDD48,1941.05460484,OUT013
NCW42,3749.37130705,OUT035
FDL24,2855.40748246,OUT017
NCB30,3052.56008119,OUT013
FDK25,2752.06949654,OUT013
FDW28,3052.56008119,OUT049
FDD47,2852.83548484,OUT017
FDK16,233.302622476,OUT019
FDW37,1519.45634019,OUT046
FDA48,3735.89025887,OUT035
FDA14,2494.92727313,OUT017
FDV15,1572.87295722,OUT013
FDN22,4021.05795904,OUT049
NCD55,671.811848593,OUT045
FDY43,2705.46595337,OUT013
NCU05,1342.33115623,OUT017
FDF10,2494.92727313,OUT035
FDR39,3049.64637667,OUT018
FDG40,662.505834432,OUT013
FDZ28,282.557414576,OUT019
FDE02,1521.48857745,OUT045
FDU60,2752.06949654,OUT049
FDM21,4030.31486265,OUT013
FDV52,278.553395189,OUT019
NCW06,3052.56008119,OUT013
FDX36,3762.59597271,OUT035
FDT35,4232.81896612,OUT027
NCL19,278.481142093,OUT010
NCD31,2566.87080698,OUT046
FDE53,254.384893378,OUT019
FDW58,245.858444156,OUT019
DRF48,3052.56008119,OUT046
FDW57,2855.40748246,OUT035
DRH13,1591.27057092,OUT017
FDT33,2702.25445499,OUT013
DRK47,5835.22405874,OUT027
FDY22,317.832148726,OUT010
FDC35,562.654536459,OUT019
FDO03,3790.28042693,OUT013
FDF24,1396.3031748,OUT045
FDF56,2965.71849146,OUT018
FDD28,917.274613892,OUT013
FDG53,2982.73427721,OUT027
FDO27,235.886930926,OUT019
NCF54,2851.30423675,OUT018
FDC20,1193.9565756,OUT027
FDU10,665.777112949,OUT046
DRA24,2556.63454778,OUT018
FDA02,371.16880985,OUT010
FDG10,914.917403863,OUT017
FDW39,432.999931767,OUT010
FDP04,141.036620418,OUT019
NCM55,3052.56008119,OUT013
FDG47,4053.59047082,OUT045
NCU41,3052.56008119,OUT017
NCK31,801.071936499,OUT017
FDZ46,1598.53339169,OUT045
FDU13,4071.21490444,OUT027
NCF19,751.276874541,OUT045
NCJ43,2855.40748246,OUT013
NCJ05,2509.64609702,OUT045
FDS04,2974.56012237,OUT027
FDX28,236.620545749,OUT010
FDB41,1044.63214755,OUT027
FDG53,2030.114711,OUT046
FDL15,373.705419907,OUT010
FDQ08,1033.14119663,OUT049
DRN36,1529.83011457,OUT013
FDI46,4008.461004,OUT013
FDG16,5835.22405874,OUT027
FDV32,1063.96733456,OUT013
FDF44,274.494193472,OUT010
FDK04,963.525609983,OUT018
NCA41,3052.56008119,OUT013
FDD51,683.375617584,OUT017
NCZ53,3052.56008119,OUT045
FDP01,4078.89852739,OUT027
FDY25,3009.17919095,OUT049
FDB17,2959.04145061,OUT018
NCV54,1975.23320756,OUT018
FDJ32,1077.27389516,OUT017
FDA37,1999.27119589,OUT049
FDG35,2856.68658711,OUT035
NCM05,3836.94406192,OUT018
FDG45,3671.50590944,OUT046
FDH28,667.020862937,OUT013
NCE18,3996.23367126,OUT049
FDH38,1947.35474514,OUT045
FDR56,3062.55423688,OUT013
FDH17,2833.15581707,OUT027
FDD39,3698.27618749,OUT049
FDB41,748.98492938,OUT049
NCR53,3756.76557186,OUT046
FDX46,914.917403863,OUT017
FDV28,662.176133072,OUT049
FDA08,2561.48845662,OUT018
FDH45,673.354097172,OUT017
NCS38,270.588624544,OUT010
FDD40,508.098930885,OUT010
DRM59,2505.95658495,OUT035
NCJ43,2850.0251321,OUT018
NCN29,752.589376464,OUT013
NCC19,3052.56008119,OUT045
FDR56,3052.56008119,OUT035
FDZ43,3900.20490949,OUT049
FDJ32,130.424618353,OUT010
DRH03,1519.45634019,OUT017
NCZ54,2562.01689814,OUT035
FDE26,2493.64816848,OUT017
FDS03,1082.40170272,OUT045
DRZ24,279.515014456,OUT019
FDO48,5835.22405874,OUT027
FDW39,2855.40748246,OUT049
NCK05,1073.79411856,OUT049
NCK30,4026.45537135,OUT017
FDT27,3644.36472709,OUT018
FDS08,430.957962478,OUT019
NCJ19,928.2728619,OUT049
FDC58,674.454342811,OUT045
DRE37,3052.56008119,OUT013
FDW02,2008.01358553,OUT035
FDJ02,371.76392902,OUT010
FDX09,2885.17580116,OUT045
FDT31,489.182105715,OUT010
FDI24,2887.66223064,OUT049
FDY09,2856.68658711,OUT045
FDV28,662.176133072,OUT045
DRM47,3052.56008119,OUT049
FDT52,574.715503337,OUT019
FDI48,913.484803841,OUT018
FDY55,4053.88105293,OUT017
FDU48,2008.01358553,OUT013
FDN25,911.76616521,OUT045
FDP20,2008.01358553,OUT049
FDJ15,3052.56008119,OUT013
FDD04,2008.01358553,OUT018
FDY58,3809.1646501,OUT045
FDR37,3049.64637667,OUT018
FDF44,2008.01358553,OUT013
FDD32,1422.98267392,OUT045
FDR57,2512.40125351,OUT017
DRG39,1193.9565756,OUT027
FDX15,2546.07484745,OUT017
DRN37,2568.07847625,OUT045
FDW40,2982.73427721,OUT027
FDB32,1521.48857745,OUT049
FDM40,2203.10817027,OUT018
FDE39,2939.66159543,OUT027
DRH49,1422.25216768,OUT017
FDT46,751.276874541,OUT049
NCF06,4043.01066661,OUT035
FDP07,3052.56008119,OUT017
FDC04,3896.73596513,OUT013
FDZ32,1579.86629121,OUT017
FDD50,2782.41041864,OUT045
FDU56,3052.56008119,OUT017
FDV34,1099.84724821,OUT017
NCY41,662.505834432,OUT013
NCK18,2572.17334693,OUT046
DRH25,865.943910892,OUT049
FDT57,3888.46716536,OUT046
FDV56,1591.27057092,OUT018
FDV12,1529.83011457,OUT045
FDN52,1473.67914994,OUT017
FDX38,748.98492938,OUT035
FDE47,1999.27119589,OUT018
NCO07,3682.41661111,OUT013
FDV09,4071.21490444,OUT027
FDZ23,470.038048348,OUT019
DRH51,1518.25432058,OUT018
NCY54,2855.40748246,OUT045
DRG49,3900.69434862,OUT013
NCC19,3052.56008119,OUT049
NCV53,3932.98992758,OUT045
FDZ47,242.936701457,OUT019
NCO26,1936.18614358,OUT018
NCP02,1016.63449994,OUT045
NCW30,3841.98070701,OUT018
NCN55,3923.09766704,OUT046
FDB20,157.679415305,OUT010
DRL11,2521.56117059,OUT013
DRD60,3037.02083935,OUT045
FDW14,205.770404293,OUT010
FDL27,146.075093359,OUT010
FDU09,960.37437133,OUT018
DRH36,1424.68125972,OUT027
FDP34,4123.15081911,OUT027
FDE04,2888.9413353,OUT017
FDZ57,2974.56012237,OUT027
FDF02,237.255346568,OUT010
FDG28,3938.24585642,OUT045
NCI31,662.176133072,OUT046
FDT43,783.925083417,OUT013
FDU20,1999.27119589,OUT046
FDD53,674.454342811,OUT013
FDW15,2494.92727313,OUT045
NCT53,2560.73779349,OUT045
NCG55,2918.05078555,OUT027
FDD48,1941.05460484,OUT035
FDG47,4044.12040534,OUT049
FDI21,1080.28012958,OUT017
FDT27,3825.13218976,OUT017
DRO35,1947.35474514,OUT013
FDD33,3814.32761687,OUT017
FDC04,3907.63433128,OUT035
FDY34,2565.59170232,OUT013
DRJ49,2008.01358553,OUT049
FDE05,2455.04986127,OUT049
FDU31,3723.84632524,OUT017
NCN19,5207.5826339,OUT027
FDK56,5200.4351947,OUT027
FDK58,1579.86629121,OUT017
NCJ42,1579.86629121,OUT035
FDZ34,5716.22054279,OUT027
FDA52,2851.30423675,OUT018
NCR29,914.123375239,OUT013
FDT48,3167.17150015,OUT035
DRJ51,573.997195719,OUT019
NCS54,2888.9413353,OUT046
FDV01,2509.64609702,OUT035
DRG51,4221.03741843,OUT027
NCG42,2008.01358553,OUT013
FDA51,1941.05460484,OUT049
FDV19,384.793031351,OUT010
NCT18,3050.59919693,OUT045
NCS41,3052.56008119,OUT045
FDO03,3793.39290274,OUT046
FDL12,129.9632957,OUT010
FDY37,358.856722775,OUT010
FDI58,1519.45634019,OUT049
FDT28,2492.45862729,OUT018
NCC42,274.494193472,OUT010
FDO01,2008.01358553,OUT017
FDJ02,2494.92727313,OUT013
FDQ04,673.354097172,OUT018
DRL47,2008.01358553,OUT013
FDZ32,1591.27057092,OUT035
FDC35,3595.12858513,OUT035
FDX14,1114.13238696,OUT045
FDZ35,1579.86629121,OUT013
FDL14,2508.36699236,OUT013
FDO04,926.624900722,OUT049
DRK11,2493.64816848,OUT017
FDB44,3497.62218134,OUT018
FDZ50,3052.56008119,OUT049
FDI12,2653.94639392,OUT027
FDU43,3895.58591564,OUT017
FDD58,231.310021099,OUT010
FDB27,3052.56008119,OUT017
FDB04,1509.73139818,OUT018
NCO17,1970.70408813,OUT013
FDL12,914.917403863,OUT017
DRJ13,2550.96153283,OUT049
FDD57,1529.83011457,OUT045
FDW19,1688.09930992,OUT035
DRD27,1558.6323658,OUT018
FDH27,4071.21490444,OUT027
NCW30,5836.7523256,OUT027
FDR40,1419.09767626,OUT018
FDG05,2519.5701535,OUT013
NCY41,129.568768788,OUT019
FDI38,3295.66958228,OUT018
FDR20,674.454342811,OUT046
FDE09,1598.53339169,OUT017
FDN50,233.302622476,OUT019
DRF27,2495.81916963,OUT045
DRF51,662.74876288,OUT013
NCO02,148.142958326,OUT019
FDB51,1280.09290242,OUT027
FDJ50,878.291609306,OUT013
FDN52,1448.11928135,OUT013
FDX14,1335.55886728,OUT013
FDT27,575.460356194,OUT019
FDV10,671.063772542,OUT013
FDU33,689.126680417,OUT046
FDU58,3052.56008119,OUT046
NCP42,5753.03250652,OUT027
FDL51,5835.22405874,OUT027
DRH15,1044.63214755,OUT027
FDU16,1445.72295885,OUT017
FDW15,2494.92727313,OUT017
FDQ44,1999.27119589,OUT045
NCI06,4858.58142564,OUT027
DRK23,573.566690908,OUT019
FDC28,1598.53339169,OUT035
NCY17,129.568768788,OUT019
NCV05,2505.89834652,OUT018
FDM34,282.821621766,OUT019
DRD60,5175.63060461,OUT027
FDT38,1455.3184061,OUT046
FDQ57,2488.71606786,OUT018
FDE59,962.924809755,OUT027
NCM43,2562.01689814,OUT046
DRI51,2854.11458949,OUT049
NCG30,2002.50192574,OUT017
NCK54,1941.05460484,OUT035
FDQ16,260.994778943,OUT019
FDI36,3052.56008119,OUT013
FDX16,4071.21490444,OUT027
FDA34,2856.68658711,OUT046
FDJ48,3733.8541891,OUT018
FDU47,2008.01358553,OUT035
FDS39,2054.85488691,OUT046
FDD11,4030.38613119,OUT046
FDM16,1397.90169881,OUT027
FDU56,3049.64637667,OUT018
FDQ32,1999.27119589,OUT017
DRK35,667.350564296,OUT013
FDA58,3834.32462912,OUT049
DRG48,365.555478628,OUT019
FDT59,573.63659937,OUT010
FDQ31,220.553973209,OUT019
FDS51,1176.65852825,OUT018
FDW32,2560.81322991,OUT027
FDI15,5836.7523256,OUT027
NCV30,1043.18810426,OUT017
DRG25,3052.56008119,OUT049
FDT02,662.505834432,OUT013
FDO33,2918.05078555,OUT027
FDP38,778.146831116,OUT035
FDZ45,3052.56008119,OUT035
NCA54,4858.58142564,OUT027
FDU33,742.985313115,OUT017
FDN58,3827.80866504,OUT017
FDI05,1138.75412051,OUT045
FDM57,196.590246636,OUT019
NCS42,2696.39617501,OUT027
FDB57,3747.49121265,OUT045
FDC03,3052.56008119,OUT045
FDZ58,1991.05342778,OUT013
NCK29,1999.27119589,OUT045
NCR53,3766.55391539,OUT045
FDE26,4071.21490444,OUT027
FDU52,2508.36699236,OUT049
FDE41,2375.25856146,OUT027
FDU38,3049.64637667,OUT018
FDA52,2856.68658711,OUT017
FDW46,1083.13220897,OUT046
DRI59,3779.99775898,OUT035
FDT38,1444.66875521,OUT035
FDL33,3049.64637667,OUT018
FDQ01,5836.7523256,OUT027
FDJ08,3052.56008119,OUT046
FDQ47,662.176133072,OUT049
NCZ18,4002.47282039,OUT013
FDE29,1002.2786845,OUT017
FDF10,4071.21490444,OUT027
FDC48,1428.57202949,OUT049
FDY58,3799.82909378,OUT013
NCX30,575.701869124,OUT010
FDV11,2882.92471981,OUT013
FDT46,751.276874541,OUT046
DRD01,129.568768788,OUT019
FDQ11,4021.97240574,OUT013
NCM41,1519.45634019,OUT017
NCC55,662.505834432,OUT013
FDG45,5836.7523256,OUT027
NCQ54,2703.53355965,OUT049
FDM34,2008.01358553,OUT045
FDD17,573.377699027,OUT019
FDN38,5835.22405874,OUT027
FDB53,2492.45862729,OUT018
NCL06,4063.22590129,OUT035
NCV18,196.590246636,OUT019
FDX25,3052.56008119,OUT013
FDB39,911.76616521,OUT046
FDC33,3052.56008119,OUT049
NCO14,689.456381776,OUT018
FDA58,5836.7523256,OUT027
NCQ02,3052.56008119,OUT017
NCR53,3781.72823129,OUT017
FDN52,1470.99688365,OUT046
FDG26,4018.04007618,OUT046
FDE23,1044.63214755,OUT027
DRI37,955.402932719,OUT013
DRH37,2592.31888668,OUT018
FDO01,2008.01358553,OUT035
FDK45,1934.01559365,OUT049
FDP23,3695.8246892,OUT049
FDM33,3742.52761369,OUT035
FDD36,1988.33723646,OUT017
FDL56,1444.66875521,OUT017
FDT27,575.460356194,OUT010
FDG52,687.449628243,OUT017
NCL42,3915.52342404,OUT035
DRJ24,3052.56008119,OUT046
FDV38,876.961871469,OUT046
FDT35,2769.50384398,OUT045
FDY51,3720.36283621,OUT045
FDC37,1582.22306857,OUT017
NCP43,3009.17919095,OUT013
FDO33,1718.65130139,OUT045
FDW04,2008.01358553,OUT018
NCC31,2508.36699236,OUT046
FDK22,3689.70452063,OUT049
FDJ50,908.480880745,OUT017
FDV13,1484.74545028,OUT017
DRL60,2495.81916963,OUT017
FDW03,1579.86629121,OUT017
FDY27,2887.66223064,OUT035
FDB39,1193.9565756,OUT027
FDU59,2555.66294452,OUT045
FDZ57,2008.01358553,OUT049
FDO21,3770.66881509,OUT049
FDS43,3049.64637667,OUT018
FDU28,494.356114293,OUT010
FDC51,273.198858749,OUT010
FDW16,224.586379152,OUT010
FDP32,275.38585038,OUT010
FDB60,507.096329133,OUT019
NCQ30,1988.33723646,OUT046
FDD26,3052.56008119,OUT049
FDI44,1328.68825845,OUT045
DRH23,913.284628393,OUT046
FDO44,1666.34874,OUT046
FDG04,3052.56008119,OUT046
FDM32,2763.16884591,OUT027
FDM09,2760.54425659,OUT013
FDZ47,1534.68300074,OUT013
FDM40,3175.7276299,OUT027
FDY48,1568.46031796,OUT017
NCM30,673.683798531,OUT045
FDX36,575.460356194,OUT010
DRF03,665.777112949,OUT017
FDN51,4051.07434943,OUT049
FDM57,1429.30253574,OUT049
FDB35,1521.48857745,OUT049
FDY13,2019.55547753,OUT027
FDA37,2008.01358553,OUT017
NCX53,2030.114711,OUT017
FDD59,1425.18766311,OUT018
FDX10,129.568768788,OUT019
FDC03,3049.64637667,OUT018
FDW43,3778.09823688,OUT035
FDW10,2856.68658711,OUT046
FDY14,5835.22405874,OUT027
FDV43,726.049701815,OUT045
FDO40,2494.92727313,OUT013
FDP46,2716.52175217,OUT027
NCE43,388.498500115,OUT019
FDD05,1988.33723646,OUT035
FDJ60,386.420994891,OUT010
DRE27,1535.34334901,OUT018
FDO11,4013.84953109,OUT035
DRG11,2891.85373398,OUT027
FDK33,573.979578375,OUT010
DRM23,2790.09068096,OUT045
FDJ02,4071.21490444,OUT027
NCZ05,1579.86629121,OUT045
NCL30,2008.01358553,OUT013
FDZ19,2850.0251321,OUT018
FDM45,1996.77515252,OUT049
FDO36,2921.93309904,OUT046
NCK31,763.292865539,OUT045
DRJ37,2508.36699236,OUT045
FDP24,1988.33723646,OUT018
FDF46,1941.05460484,OUT013
FDX46,129.568768788,OUT019
NCL18,3052.56008119,OUT045
FDJ26,3673.9689992,OUT013
FDJ07,1941.05460484,OUT045
FDY15,2509.64609702,OUT013
DRG01,1129.70458577,OUT045
FDF58,1078.26265713,OUT045
FDZ14,279.515014456,OUT019
FDP31,1103.34406835,OUT049
FDH45,673.354097172,OUT013
FDA09,427.564937968,OUT010
FDW31,3062.55423688,OUT035
FDA57,671.811848593,OUT046
NCE55,2882.92471981,OUT035
FDC17,568.138355685,OUT019
FDC59,1089.37034255,OUT013
FDA22,2704.18684872,OUT013
FDK52,3799.94288218,OUT035
NCM26,2504.39584198,OUT046
NCT53,2626.26583678,OUT035
FDW45,2492.45862729,OUT018
NCI18,3752.34462177,OUT035
FDE38,2560.20935196,OUT018
FDF08,220.553973209,OUT019
FDY58,573.933560002,OUT010
FDF58,132.318561035,OUT019
FDX39,3689.74186489,OUT017
FDB44,3702.34702647,OUT049
FDF28,2008.01358553,OUT013
FDE39,1947.35474514,OUT013
FDT37,3827.89686309,OUT018
FDZ45,3120.74288183,OUT017
FDO40,2497.09827428,OUT035
FDM57,2463.99116137,OUT027
DRG36,2856.68658711,OUT017
FDY36,147.124603857,OUT010
DRL60,4078.89852739,OUT027
FDS25,266.291349585,OUT019
DRF49,2918.05078555,OUT027
FDP16,3915.77493846,OUT045
FDS60,3009.17919095,OUT049
FDU15,965.295245234,OUT027
FDK43,2008.01358553,OUT046
FDN25,918.199779245,OUT046
FDE53,1579.86629121,OUT049
FDB22,2508.36699236,OUT013
FDE39,1988.33723646,OUT017
FDX35,3786.36018385,OUT035
NCG54,2761.82336125,OUT049
FDH27,2493.64816848,OUT035
NCK42,3681.91229547,OUT013
FDS25,1595.99889973,OUT049
